word,business,entertainment,politics,sport,tech
the US Department of Justice_ORG,1,0,0,0,2
the Department of Justice_ORG,2,0,0,0,0
Christopher Wray_PERSON,1,0,0,0,0
"500,000_MONEY",1,1,6,2,1
Robert Stearns_PERSON,1,0,0,0,0
16 months to four years_DATE,1,0,0,0,0
Mr Stearns_ORG,2,0,0,0,0
between 2002 and 2004_DATE,1,0,0,0,1
Chubb_ORG,1,0,0,0,0
Late last month_DATE,1,0,0,0,0
Ken Kim_PERSON,1,0,0,0,0
Stone & McCarthy Research_ORG,1,0,0,0,0
40-year_DATE,1,1,0,0,0
"June, August, September_DATE",1,0,0,0,0
3.9%_PERCENT,2,0,0,0,0
David Berson_PERSON,1,0,0,0,0
54_MONEY,1,0,0,0,0
Ten_CARDINAL,2,0,1,2,1
$54m_MONEY,1,0,0,0,0
28.85_MONEY,1,0,0,0,0
18_MONEY,1,2,0,0,0
James Wareham_PERSON,1,0,0,0,0
36_MONEY,2,0,0,0,0
New York State_GPE,1,0,0,0,2
Alan Hevesi_PERSON,1,0,0,0,0
Charles Elson_PERSON,1,0,0,0,0
the Center for Corporate Governance_ORG,1,0,0,0,0
the University of Delaware_ORG,1,0,0,0,0
Manhattan_GPE,1,1,0,0,0
the New York Times_ORG,1,2,0,0,3
James Allen_PERSON,1,0,0,0,0
Judith Areen_PERSON,1,0,0,0,0
Carl Aycock_PERSON,1,0,0,0,0
Max Bobbitt_PERSON,1,0,0,0,0
Clifford Alexander_PERSON,1,0,0,0,0
Stiles Kellett_PERSON,1,0,0,0,0
Gordon Macklin_PERSON,1,0,0,0,0
John Porter_PERSON,1,0,0,0,0
Lawrence Tucker_PERSON,1,0,0,0,0
John Sidgmore_PERSON,1,0,0,0,0
Francesco Galesi_PERSON,1,0,0,0,0
MCI Inc._ORG,1,0,0,0,0
Continental Airlines_ORG,1,0,0,0,0
the end of February_DATE,2,1,1,4,0
6.87%_PERCENT,1,0,0,0,0
10.44_MONEY,1,0,0,0,0
1830_CARDINAL,1,0,0,0,0
the 11 September World Trade Centre_EVENT,1,0,0,0,0
nearly $984_MONEY,1,0,0,0,0
Two weeks' ago_DATE,1,0,0,0,0
48_MONEY,3,1,0,0,0
15.1%_PERCENT,2,0,0,0,0
the whole of 2004_DATE,2,0,0,0,0
only 2.8%_PERCENT,2,0,0,0,0
the second half of the year_DATE,3,0,0,0,0
"162,086_MONEY",1,0,0,0,0
three year_DATE,2,0,1,0,0
nearly a decade_DATE,2,0,1,0,0
September 1995_DATE,1,0,0,0,0
The month_DATE,1,0,0,0,0
Martin Ellis_PERSON,1,0,0,0,0
Ellis_PERSON,1,1,0,2,0
the North West_LOC,2,0,0,0,0
6.2%_PERCENT,1,0,0,0,0
the second quarter of 2000_DATE,1,0,0,0,0
the final few months of 2004_DATE,1,0,0,0,0
Upscale_ORG,1,0,0,0,0
Nordstrom_ORG,1,0,0,0,0
9.3%_PERCENT,1,0,0,0,0
Bebe Stores_ORG,1,0,0,0,0
32.2%_PERCENT,1,0,0,0,0
American Eagle Outfitters_ORG,1,0,0,0,0
nearly 23%_PERCENT,1,0,0,0,0
Ken Perkins_PERSON,1,0,0,0,0
RetailMetrics LLC_ORG,1,0,0,0,0
"the last several months, December_DATE",1,0,0,0,0
220bn_MONEY,1,0,0,0,0
Costco Wholesale_PERSON,1,0,0,0,0
Pier 1 Imports_PRODUCT,1,0,0,0,0
8.8%_PERCENT,1,0,0,0,0
3-5%_PERCENT,1,0,0,0,0
Claire's Stores_ORG,1,0,0,0,0
Jeweller Zale_PERSON,1,0,0,0,0
the same month last year_DATE,1,0,0,0,0
Goldman Sachs & Co_ORG,1,0,0,0,0
Neilsen/Net Ratings_ORG,1,0,0,0,0
23.2bn_MONEY,1,0,0,0,0
Avions de Transport Regional (ATR_ORG,1,0,0,0,0
Air Deccan's_PERSON,1,0,0,0,0
$17.6m_MONEY,1,0,0,0,0
9.49_MONEY,1,0,0,0,0
72_CARDINAL,1,0,0,2,0
ATR_ORG,5,0,0,0,0
six second_TIME,1,0,0,0,0
Gopinath_PERSON,1,0,0,0,0
Filippo Bagnato_PERSON,1,0,0,0,0
"449,603_CARDINAL",1,0,0,0,0
the National Association of Automobile Manufacturers of South Africa_ORG,1,0,0,0,0
NAAMSA_ORG,3,0,0,0,0
"500,000_CARDINAL",1,3,0,0,3
about 13%_PERCENT,1,1,0,0,0
Standard Chartered_ORG,13,0,0,0,0
3.3bn_MONEY,1,0,0,0,0
Korea First Bank_ORG,1,0,0,0,0
KFB_ORG,8,0,0,0,0
nearly 3%_PERCENT,1,0,0,0,0
Koram_ORG,1,0,0,0,0
3 million_CARDINAL,2,0,0,0,0
Hong Kong's_GPE,1,0,0,1,0
44bn_MONEY,1,0,0,0,0
Mervyn Davies_ORG,1,0,0,1,0
Standard Chartered's_ORG,2,0,0,0,0
118 million_CARDINAL,1,0,0,0,0
28 pence_MONEY,1,0,0,0,0
925p_CARDINAL,1,0,0,0,0
Korea Exchange Bank_ORG,1,0,0,0,0
51.4%_PERCENT,1,0,0,0,0
Newbridge Capital_ORG,1,0,0,0,0
Newbridge_ORG,1,0,0,0,0
the last decade_DATE,1,1,0,0,1
roughly 40%_PERCENT,1,0,0,0,0
3.9 million_CARDINAL,1,0,0,0,0
the Detroit Motor Show_ORG,2,0,0,0,0
1.06 million_CARDINAL,1,0,0,0,0
2.7 million_CARDINAL,1,0,0,0,0
Smart_ORG,3,0,0,0,1
21.1%_PERCENT,2,0,0,0,0
"136,000_CARDINAL",1,0,0,0,0
Eckhard Cordes_PERSON,1,0,0,0,0
Cordes_PRODUCT,1,0,0,0,0
a month_DATE,3,3,1,4,1
up to 30 trillion_MONEY,1,0,0,0,0
the Jakarta Stock Exchange_ORG,1,0,0,0,0
"1,011.15_CARDINAL",1,0,0,0,0
Banda Aceh_ORG,1,0,0,0,0
20 trillion_MONEY,1,0,0,0,0
2.2bn_MONEY,1,0,0,0,0
Aburizal Bakrie_PERSON,2,0,0,0,0
Paris Club_ORG,5,0,0,0,0
20-30bn_DATE,1,0,0,0,0
Bakrie_PERSON,3,0,0,0,0
Mohammad Khatami_PERSON,1,0,0,0,0
the fiscal year_DATE,1,0,0,0,0
Khatami_PERSON,7,0,0,0,0
1 August_DATE,1,0,0,0,0
the Expediency Council - Iran's_ORG,1,0,0,0,0
Majlis_PERSON,1,0,0,0,0
"1,546 trillion_MONEY",1,0,0,0,0
175.6bn_MONEY,1,0,0,0,0
the previous year's_DATE,1,0,0,0,0
"1,070 trillion_MONEY",1,0,0,0,0
14.3bn_MONEY,1,0,0,0,0
over 40%_PERCENT,1,0,0,0,0
14.1bn_MONEY,1,0,0,0,0
the third year in a row_DATE,1,0,0,0,0
the European Court of Human Justice_ORG,1,0,0,0,0
Berlin_GPE,1,12,1,1,2
Hans Eichel_PERSON,2,0,0,0,0
the European People's Party_ORG,1,0,0,0,0
EPP_ORG,1,0,0,0,0
Alexander Radwan_PERSON,1,0,0,0,0
Monetary Affairs_ORG,1,0,0,0,0
168_MONEY,2,0,0,0,0
Eighteen_DATE,1,0,0,0,0
$168m_MONEY,1,0,0,0,0
the University of California_ORG,1,0,0,0,2
William Lerach_PERSON,1,0,0,0,0
155_MONEY,1,0,0,0,0
almost three years ago_DATE,1,0,0,0,0
just under $500m_MONEY,1,0,0,0,0
378.8_MONEY,1,0,0,0,0
Ken Lay_PERSON,1,0,0,0,0
Jeff Skilling_PERSON,1,0,0,0,0
Andrew Fastow_PERSON,1,0,0,0,0
The University of California_ORG,1,0,0,0,0
October 2006_DATE,1,0,1,0,0
145_MONEY,1,0,0,0,0
"180,226_MONEY",1,0,0,0,0
"180,444_MONEY",1,0,0,0,0
13.8%_PERCENT,1,2,0,0,0
the year to November_DATE,1,0,0,0,0
Mark Miller_PERSON,1,0,0,0,0
HBOS Treasury Services_ORG,1,0,0,0,0
ODPM_ORG,2,0,0,0,0
between October and November_DATE,1,0,0,0,0
"192,713_MONEY",1,0,0,0,0
"139,544_MONEY",1,0,0,0,0
"116,542_MONEY",1,0,0,0,0
"111,314_MONEY",1,0,0,0,0
The North East_LOC,1,0,0,0,0
26.2%_PERCENT,1,0,0,0,0
Humber_PERSON,1,0,0,0,0
21.7%_PERCENT,1,0,0,0,0
The East Midlands_LOC,1,0,0,0,0
the South West_LOC,1,0,2,0,0
more than 15%_PERCENT,1,0,0,0,0
"262,825_MONEY",1,0,0,0,0
November 2004_DATE,1,2,0,0,3
8 pence_MONEY,1,0,0,0,0
605 pence_MONEY,1,0,0,0,0
more than 300 years ago_DATE,1,0,0,0,0
"76,200_CARDINAL",1,0,0,0,0
"6,000_CARDINAL",3,3,0,0,3
3.8bn_MONEY,2,0,0,0,0
that full year_DATE,1,0,0,0,0
6.2bn_MONEY,1,0,0,0,0
last financial year_DATE,1,0,0,0,0
28.4bn_MONEY,1,0,0,0,0
Lacroix_PERSON,4,0,0,0,0
Christian Lacroix_PERSON,3,0,0,0,0
Moet & Chandon_ORG,2,0,0,0,0
Louis Vuitton_PERSON,2,0,0,0,0
Falic Group_ORG,1,0,0,0,0
Hard Candy and Urban Decay_ORG,1,0,0,0,0
early 2003_DATE,1,0,1,0,0
the Falic Group_ORG,2,0,0,0,0
Simon Falic_PERSON,1,0,0,0,0
$1m_MONEY,1,2,0,0,0
"522,000_MONEY",1,0,0,0,0
Judy Boynton_PERSON,1,0,0,0,0
Jeroen van der Veer_PERSON,1,0,0,0,0
Ms Boynton's_PERSON,1,0,0,0,0
Phil Watts_PERSON,1,0,0,0,0
Walter van_PERSON,1,0,0,0,0
Vijver_WORK_OF_ART,1,0,0,0,0
Ms Boynton_PERSON,1,0,0,0,0
Mr Van de Vijver_ORG,1,0,0,0,0
82.7_MONEY,1,0,0,0,0
Atlantic_LOC,1,8,3,1,0
40bn_MONEY,1,0,0,0,0
21bn_MONEY,1,0,0,0,0
the Oil & Natural Gas Corporation_ORG,1,0,0,0,0
Middle East_LOC,1,0,3,0,0
7.5 million tonnes_QUANTITY,1,0,0,0,0
LPG_ORG,1,0,0,0,0
a 25 year_DATE,1,0,0,0,0
the National Iranian Oil Company_ORG,1,0,0,0,0
NIOC_ORG,1,0,0,0,0
Yadavaran_PERSON,1,0,0,0,0
Jufeyr_PERSON,1,0,0,0,0
2.4 million barrels_QUANTITY,1,0,0,0,0
the end of the month_DATE,1,0,1,0,0
£1.5bn mark_MONEY,1,0,0,0,0
mid-December_DATE,1,0,0,0,0
5.4bn_MONEY,1,0,0,0,0
Fox_ORG,8,20,8,0,0
Fox Entertainment Group_ORG,2,0,0,0,0
about $5.4bn_MONEY,1,0,0,0,0
3.7bn_MONEY,2,0,0,0,1
20th_ORDINAL,1,6,1,0,2
I Heart Huckabees_ORG,1,2,0,0,0
Robot_PERSON,1,0,0,0,0
1.90_CARDINAL,1,0,0,1,0
Fox Entertainment_ORG,1,0,0,0,0
17.65_MONEY,1,0,0,0,0
19 cents_MONEY,1,0,0,0,0
31.22_MONEY,1,0,0,0,0
International Monetary Fund_ORG,1,0,0,0,0
Stanley Fischer_PERSON,1,0,0,0,0
the Bank of Israel_ORG,2,0,0,0,0
Ariel Sharon_PERSON,2,0,1,0,0
Tel Aviv_GPE,1,0,1,15,0
Fischer_PERSON,2,0,0,0,1
Hebrew_LANGUAGE,1,0,0,0,0
David Klein_PERSON,1,0,0,0,0
the Finance Ministry_ORG,1,0,0,0,0
16 January_DATE,1,2,0,0,0
Sharon_PERSON,2,4,2,0,0
Binyamin Netanyahu_PERSON,1,0,0,0,0
six months in 1973_DATE,1,0,0,0,0
the Massachussetts Institute of Technology_ORG,1,0,0,0,0
1979_DATE,1,7,3,0,2
state_ORG,1,0,0,0,0
George Shultz_PERSON,1,0,0,0,0
1985_DATE,1,7,1,5,2
Mandelson_PERSON,4,0,5,0,0
the beginning of December_DATE,1,0,0,0,0
BAE Systems_ORG,1,0,1,0,0
Airbus A300s_ORG,1,0,0,0,0
40 A300s to UPS_MONEY,1,0,0,0,0
Nortel Networks_ORG,1,0,0,0,2
the 2003 fiscal year_DATE,1,0,0,0,0
Nortel_ORG,3,0,0,0,0
$434m_MONEY,1,0,0,0,0
231_MONEY,1,1,0,0,0
732_MONEY,1,0,0,0,0
nearly 50%_PERCENT,1,0,0,0,0
1.46%_PERCENT,1,0,0,0,0
Toronto_GPE,1,5,0,0,0
Frank Dunn_PERSON,1,0,0,0,0
2001-2002_DATE,1,0,0,0,0
Bill Owens_PERSON,1,0,0,0,0
8.6_MONEY,1,0,0,0,0
German Gref_PERSON,1,0,0,0,0
Kommersant_PERSON,2,0,0,0,0
the century_DATE,1,0,0,1,0
Andrei Illarionov_PERSON,1,0,0,0,0
Vladimir Putin -_PERSON,1,0,0,0,0
Gref_PERSON,3,0,0,0,0
Iliaronov_PERSON,1,0,0,0,0
Yuganskneftegaz_ORG,2,0,0,0,0
the second year in a row_DATE,1,1,0,0,0
State Administration of Taxation_ORG,1,0,0,0,0
Xie Xuren_PERSON,1,0,0,0,0
25.7%_PERCENT,1,0,1,0,0
2.572 trillion yuan_MONEY,1,0,0,0,0
311bn_MONEY,1,0,0,0,0
165bn_PERSON,1,0,0,0,0
63.8bn_MONEY,1,0,0,0,0
35.4%_PERCENT,1,0,0,0,0
593.4bn_MONEY,1,0,0,0,0
43.4bn_MONEY,1,0,0,0,0
420bn yuan_ORG,1,0,0,0,0
Mr Xie_PERSON,1,0,0,0,0
Congressionally_ORG,1,0,0,0,0
almost 1.5 million_CARDINAL,1,0,0,0,0
between 1989 and 2003_DATE,1,0,0,0,0
Security Review Commission_ORG,1,0,0,0,0
124bn_PERSON,1,0,0,0,0
about $150bn_MONEY,1,0,0,0,0
Karachi_ORG,2,0,0,0,0
The Karachi Stock Exchange_ORG,1,0,0,0,0
KSE_ORG,7,0,0,0,0
225.79_CARDINAL,1,0,0,0,0
four hours_TIME,1,0,0,0,0
6709.93_CARDINAL,1,0,0,0,0
nearly 400_CARDINAL,1,1,1,0,0
8%-10%_PERCENT,1,0,0,0,0
112%_PERCENT,1,0,0,0,0
the day on_DATE,1,0,0,0,0
22 January_DATE,1,0,0,0,3
Yaseen Lakhani_PERSON,1,0,0,0,0
the BBC News_ORG,1,4,3,0,46
Lakhani_PERSON,3,0,0,0,0
a few weeks ago_DATE,1,1,0,1,0
$1.3 trillion_MONEY,1,0,0,0,0
MMA_ORG,1,0,0,0,0
Asif Zardari_PERSON,1,0,0,0,0
Benazir Bhutto_PERSON,1,0,0,0,0
Pakistan People's Party_ORG,1,0,0,0,0
the Baglihar dam_LOC,1,0,0,0,0
Kashmir_LOC,1,0,4,0,0
South Asian_NORP,2,0,0,0,0
55.5bn_MONEY,1,0,0,0,0
10 month_DATE,1,0,0,0,0
500.5bn_MONEY,1,0,0,0,0
only 0.6%_PERCENT,1,0,0,0,0
David Wyss_PERSON,1,0,0,0,0
almost $20bn_MONEY,1,0,0,0,0
a little under $3bn_MONEY,1,0,0,0,0
Anthony Crescenzi_PERSON,1,0,0,0,0
Miller Tabak_ORG,1,0,0,0,0
JD Power_ORG,2,0,0,0,0
"200,000_CARDINAL",1,1,0,0,3
a few hundred dollars_MONEY,1,0,0,0,0
Highlander SUV_LAW,1,0,0,0,0
"more than 80,000_CARDINAL",1,0,2,0,0
"4,000_CARDINAL",1,0,1,0,1
Mariner_ORG,1,0,0,0,0
a year ahead_DATE,1,0,0,0,0
Cayenne_GPE,1,0,0,0,0
"3,000_MONEY",1,0,0,0,0
Anthony Pratt_PERSON,1,0,0,0,0
PSA Peugeot Citroen_ORG,1,0,0,0,0
Mitsubishi_PERSON,1,0,0,0,0
Jeddah_GPE,2,0,0,0,0
27 March_DATE,2,0,0,0,0
Heathrow_LOC,1,0,0,0,0
three weeks_DATE,1,8,1,2,4
autumn 2003_DATE,1,0,0,0,0
Robert Boyle_PERSON,1,0,0,0,0
"1,088 pence_MONEY",1,0,0,0,0
Rajasthan_LOC,1,0,0,0,0
Nearly two million_CARDINAL,1,0,0,0,0
Indian Ocean_LOC,2,0,0,0,0
ADB_ORG,5,0,0,0,0
Seychelles_NORP,1,0,0,1,0
Ifzal Ali_PERSON,1,0,0,0,0
717_MONEY,1,0,0,0,0
379_MONEY,1,0,0,0,0
Ali_PERSON,1,0,0,0,0
1.9 billion_CARDINAL,1,0,0,0,0
less than $2_MONEY,2,0,0,0,0
1 million_CARDINAL,1,0,0,0,0
A quarter_CARDINAL,1,0,0,0,1
million_CARDINAL,1,0,3,0,3
Sri Lankans_NORP,2,0,0,0,0
"23,500_CARDINAL",1,0,0,0,0
nearly $3bn_MONEY,2,0,0,0,0
ABD_ORG,1,0,0,0,0
Thadao Chino_PERSON,1,0,0,0,0
Fosters_ORG,7,0,0,0,0
Southcorp_ORG,19,0,0,0,0
Penfolds_LOC,1,0,0,0,0
Lindemans_NORP,1,0,0,0,0
Rosemount_ORG,2,0,0,0,0
4.17 Australian dollars_MONEY,1,0,0,0,0
2.4bn_MONEY,1,0,0,0,0
1.25bn_MONEY,1,0,0,0,0
4.25_MONEY,1,2,1,0,0
Reline Investments_ORG,1,0,0,0,0
Robert Oatley_PERSON,1,0,0,0,0
Sandy Oatley_PERSON,1,0,0,0,0
"2,700_CARDINAL",1,1,0,0,0
846_MONEY,1,0,0,0,0
Lensworth_PERSON,1,0,0,0,0
Shawn Burns_PERSON,1,0,0,0,0
Deutsche Asset Management_ORG,1,0,0,0,0
Constellation_PRODUCT,1,0,0,0,0
BRL Hardy_ORG,1,0,0,0,0
just over $1bn_MONEY,1,0,0,0,0
Robert Mondavi_PERSON,1,0,0,0,0
Beringer Blass Wine Estate_PERSON,1,0,0,0,0
the Agence France Presse_ORG,1,0,0,0,0
Matt Williams_PERSON,1,0,0,13,0
Perpetual Trustees_ORG,1,0,0,0,0
The European Central Bank_ORG,2,0,0,0,0
the 19th month_DATE,1,0,0,0,0
Dirk Schumacher_PERSON,1,0,0,0,0
the last three months of the year_DATE,1,0,0,0,0
about 2.3%_PERCENT,1,0,0,0,0
Jean-Claude Trichet_PERSON,1,0,0,0,0
China Daily_ORG,5,0,0,0,0
British American Tobacco_ORG,2,0,0,0,0
Xing Wangli_PERSON,1,0,0,0,0
the State Tobacco Administration Monopoly_ORG,1,0,0,0,0
350 million_CARDINAL,1,0,0,0,0
1.7 trillion_CARDINAL,1,0,0,0,0
July 2004_DATE,1,0,0,1,2
The State Tobacco Monopoly Administration_ORG,1,0,0,0,0
a week later_DATE,1,0,0,1,0
STMC_ORG,1,0,0,0,0
Xing_PERSON,1,0,0,0,0
AFP_ORG,2,0,0,0,0
STMA_ORG,2,0,0,0,0
more than 210bn yuan_MONEY,1,0,0,0,0
the nineteenth month in a row_DATE,1,0,0,0,0
the second half of 2005_DATE,1,0,0,0,0
Stefan Schilbe_PERSON,1,0,0,0,0
HSBC Trinkaus & Burkhardt_ORG,1,0,0,0,0
31.7bn_MONEY,1,0,0,0,0
155.8bn_MONEY,1,0,0,0,0
1650_DATE,1,0,0,0,0
1.3280_MONEY,1,0,0,0,0
almost a cent_MONEY,1,0,0,0,0
about 0.7%_PERCENT,1,0,0,0,0
"1,8923_MONEY",1,0,0,0,0
Brian Taylor_PERSON,1,0,0,0,0
19.6bn_MONEY,1,0,0,0,0
19.7bn_MONEY,1,0,0,0,0
the month before_DATE,1,0,0,0,0
more than four years_DATE,1,0,0,0,0
7.5%_PERCENT,2,0,0,0,0
more than 3.2%_PERCENT,1,0,0,0,0
27.9bn_MONEY,1,0,0,0,0
16.9bn_MONEY,1,0,0,0,0
the first eleven months of 2004_DATE,1,0,0,0,0
36.3bn_MONEY,1,0,0,0,0
Non-EU_ORG,2,0,0,0,0
the fifth month in a row_DATE,1,0,0,0,0
Paul Dales_PERSON,1,0,0,0,0
Lesotho_ORG,1,0,0,0,0
Lesotho_GPE,1,0,0,0,0
"6,650_CARDINAL",1,0,0,0,0
AP_ORG,6,0,0,0,2
Billy Macaefa_PERSON,1,0,0,0,0
Macaefa_PERSON,1,0,0,0,0
Maseru_GPE,1,0,1,0,0
Lesotho_PERSON,3,0,0,1,0
the World Trade Organization_ORG,1,0,0,0,0
Leisure Garments_WORK_OF_ART,1,0,0,0,0
Modern Garments_ORG,1,0,0,0,0
TW Garments_ORG,1,0,0,0,0
Lesotho Hats_PERSON,1,0,0,0,0
Vogue Landmark_GPE,1,0,0,0,0
Mauritius_ORG,1,0,0,1,0
the December holiday_DATE,1,0,0,0,0
Bangaldesh_GPE,1,0,0,0,0
"as many as 50,000_CARDINAL",1,0,0,0,0
Mr Mafeca_PERSON,1,0,0,0,0
The African Growth_ORG,1,0,0,0,0
Lesotho_NORP,1,0,0,0,0
Kool-Aid_PERSON,1,0,0,0,0
PepsiCo_ORG,1,0,0,0,0
between the ages of six and 11_DATE,1,0,0,0,0
early morning_TIME,1,0,0,0,0
Sensible Solution_WORK_OF_ART,1,0,0,0,0
Lance Friedmann_PERSON,1,0,0,0,0
Khodorkovsky_ORG,1,0,0,0,0
59.5%_PERCENT,1,0,0,0,0
Leonid Nevzlin_PERSON,1,0,0,0,0
Nevzlin_PERSON,2,0,0,0,0
around 1 million barrels_QUANTITY,1,0,0,0,0
October 2003_DATE,1,3,1,1,0
Aer Lingus_ORG,9,0,0,0,0
28 January_DATE,1,0,0,0,0
Willie Walsh_PERSON,1,0,0,0,0
Brian Dunne_PERSON,1,0,0,0,0
Seamus Kearney_PERSON,1,0,0,0,0
Bertie Ahern_PERSON,1,0,0,0,1
Walsh_PERSON,4,0,0,0,1
Brian_PERSON,1,1,0,2,0
Seamus_GPE,1,0,0,0,0
more than 40_CARDINAL,1,1,1,0,0
Martin Cullen_PERSON,1,0,0,0,0
Last Friday_DATE,1,0,0,0,0
the US Trade Representative's Office_ORG,2,0,0,0,0
15 to 25_CARDINAL,1,0,0,0,0
the same week_DATE,1,2,0,0,2
last autumn_DATE,1,1,3,1,0
Eastern Europe_LOC,1,0,2,0,2
155.2bn_MONEY,1,0,0,0,0
82.8bn_MONEY,1,0,0,0,0
Robert Zoellick_PERSON,1,0,0,0,0
Anthony Gooch_PERSON,1,0,0,0,0
more than $800m_MONEY,1,0,0,0,0
428_MONEY,1,0,0,0,0
Foodservice_PERSON,1,0,0,0,0
Foodservice_GPE,1,0,0,0,0
Ahold_GPE,2,0,0,0,0
David Kelley_PERSON,1,0,0,0,0
John Nettle_PERSON,1,0,0,0,0
General Mills_ORG,1,0,0,0,0
Mark Bailin_PERSON,1,0,0,0,0
Rymer International Seafood_ORG,1,0,0,0,0
Tim Daly_PERSON,1,0,0,0,0
Michael Foods_PERSON,1,0,0,0,0
Kenneth Bowman_PERSON,1,0,0,0,0
Total Foods_ORG,1,0,0,0,0
Michael Hannigan_PERSON,1,0,0,0,0
Sugar Foods_ORG,1,0,0,0,0
Peter Marion_PERSON,1,0,0,0,0
Maritime Seafood Processors_ORG,1,0,0,0,0
Gordon Redgate_PERSON,1,0,0,0,0
Bruce Robinson_PERSON,1,0,0,0,0
Basic American Foods_ORG,1,0,0,0,0
Michael Rogers_PERSON,1,0,0,0,0
Tyson Foods_ORG,1,0,0,0,0
Pasquale D'Amuro_PERSON,1,0,0,0,0
FBI_ORG,5,0,0,0,16
Ahold_PERSON,1,0,0,0,0
Stop & Shop_ORG,1,0,0,0,0
Giant Food_ORG,1,0,0,0,0
Prozac_ORG,2,0,0,0,0
Lee Scott_PERSON,1,0,0,0,0
Scott_PERSON,1,1,1,5,1
"more than 10,000_CARDINAL",1,0,0,0,0
5.15_MONEY,1,0,0,0,0
3.90_MONEY,1,0,0,0,0
Larry Bevington_PERSON,1,0,0,0,0
Save Our Community_ORG,1,0,0,0,0
Rosemead_GPE,1,0,0,0,0
a dozen_CARDINAL,1,0,0,0,2
British Medical Journal_ORG,1,0,0,0,0
Lilly_ORG,1,0,0,0,0
Sidney Taurel_PERSON,1,0,0,0,0
Eli Lilly's_ORG,1,0,0,0,0
Alan Breier_PERSON,1,0,0,0,0
the US Food and Drug Administration_ORG,1,0,0,0,0
Seasonally_DATE,1,0,0,0,0
a tough quarter_DATE,1,0,0,0,0
349.4bn_MONEY,1,0,0,0,0
265.9bn_MONEY,1,0,0,0,0
$4 trillion_MONEY,1,0,0,0,0
$4.06 trillion_MONEY,1,0,0,0,0
the Federal Reserve Bank_ORG,1,0,0,0,0
Maury Harris_PERSON,1,0,0,0,0
the decade_DATE,1,0,0,0,0
the World Trade Centre_ORG,1,0,0,0,0
a year later_DATE,1,0,2,0,0
"367,000_CARDINAL",1,0,0,0,0
3.1bn Australian dollars_MONEY,1,0,0,0,0
Foster's Group_ORG,1,0,0,0,0
Penfolds_ORG,1,0,0,0,0
Lindemans_ORG,1,0,0,0,0
four days_DATE,1,2,3,5,1
13 January_DATE,1,1,0,0,0
4.17_MONEY,1,0,0,0,0
Brian Finn_PERSON,1,0,0,0,0
"Foster's Lager, Foster's_ORG",1,0,0,0,0
Beringer_PERSON,1,0,0,0,0
Wolf Blass_PERSON,1,0,0,0,0
Trevor O'Hoy_PERSON,1,0,0,0,0
584_MONEY,1,0,0,0,0
Southcorp_FAC,1,0,0,0,0
Oatley_PERSON,1,0,0,0,0
Rosemount Estates_ORG,1,0,0,0,0
4.76_MONEY,1,0,0,0,0
5.44_MONEY,1,0,0,0,0
Bell_ORG,2,0,2,10,0
Charlie Bell_PERSON,1,0,0,0,0
Bell_PERSON,7,0,5,1,0
15-year-old_DATE,1,2,1,1,0
Charlie_PERSON,3,2,0,2,0
James Skinner_PERSON,1,0,0,0,0
Jim Cantalupo_PERSON,1,0,0,0,0
Cantalupo_PERSON,1,0,0,0,0
McCafe_ORG,1,0,0,0,0
New Zealand_GPE,1,4,3,81,0
The US Federal Reserve_ORG,1,0,0,0,0
3.5 to 4.0%_PERCENT,1,0,0,0,0
David Littman_PERSON,1,0,0,0,0
the three months_DATE,1,0,0,0,2
"178,000_CARDINAL",1,0,0,0,0
77.6%_PERCENT,1,0,0,0,0
May 2001_DATE,1,0,0,0,1
Cary Leahy_PERSON,1,0,0,0,0
Deutsche Bank Securities_ORG,1,0,0,0,0
Steven Wieting_PERSON,1,0,0,0,0
350_MONEY,1,1,0,1,0
The Deutsche Boerse_ORG,1,0,0,0,0
Rolf Dress_PERSON,1,0,0,0,0
Union Investment_ORG,1,0,0,0,0
DB_PERSON,1,0,0,0,0
45.25_CARDINAL,1,0,0,0,0
1030_CARDINAL,1,0,0,0,0
More than 90%_PERCENT,2,0,0,0,0
492_MONEY,1,0,0,0,0
Early this year_DATE,1,0,0,0,0
370_CARDINAL,1,0,0,0,0
870_CARDINAL,1,0,0,0,0
Michael Mijatov_PERSON,1,0,0,0,0
the Flight Attendants Association_ORG,1,0,0,0,0
Air New Zealand_ORG,1,0,0,0,0
the New Zealand_GPE,1,0,0,0,0
35.7_MONEY,1,0,1,0,0
19.1_MONEY,1,2,0,0,0
2001-2003_DATE,1,0,0,0,0
Atomstroieksport_GPE,2,0,0,0,0
Ecofin_PERSON,1,0,0,0,0
Calisto Tanzi_PERSON,1,0,0,0,0
"More than 130,000_CARDINAL",1,0,0,0,0
Tanzi_GPE,1,0,0,0,0
66_DATE,1,0,0,0,0
five hours_TIME,1,0,0,0,0
Parma_GPE,1,0,0,1,0
15 January_DATE,1,1,0,2,2
Tanzi_PERSON,3,0,0,0,0
Fausto Tonna_PERSON,1,0,0,0,0
Enrico Bondi_GPE,1,0,0,0,0
4 billion euros_MONEY,1,0,0,0,0
Parma_PERSON,1,0,0,2,0
Golden_GPE,1,1,0,0,0
Deloitte_ORG,6,0,0,0,1
Roger Bootle_PERSON,1,0,0,0,0
the end of 2006_DATE,1,0,1,0,3
Bootle_GPE,1,0,0,0,0
Oracle_ORG,6,0,0,0,0
10.3bn_MONEY,1,0,0,0,0
Peoplesoft_ORG,10,0,0,0,0
